dataset,feature,model,variant,split,random,majority,accuracy,duration
personality,SOCIAL_DRAIN,Random Forest,Overfit,Test,0.50512072,0.5506,0.536,2.8673460483551025
personality,TIME_ALONE,XGBoost,Optimal,Train,0.35904200000000003,0.441,0.4835,3.927952289581299
personality,TIME_ALONE,XGBoost,Optimal,Test,0.35904200000000003,0.441,0.451,1.0701549053192139
personality,TIME_ALONE,XGBoost,Underfit,Train,0.35904200000000003,0.441,0.34275,3.71232271194458
personality,TIME_ALONE,XGBoost,Underfit,Test,0.35904200000000003,0.441,0.349,0.9348068237304688
personality,TIME_ALONE,XGBoost,Overfit,Train,0.35904200000000003,0.441,0.48325,4.0070250034332275
personality,TIME_ALONE,XGBoost,Overfit,Test,0.35904200000000003,0.441,0.445,1.3062350749969482
personality,TIME_ALONE,Decision Tree,Optimal,Train,0.35904200000000003,0.441,0.351,2.8934357166290283
personality,TIME_ALONE,Decision Tree,Optimal,Test,0.35904200000000003,0.441,0.355,0.7438197135925293
personality,TIME_ALONE,Decision Tree,Underfit,Train,0.35904200000000003,0.441,0.34275,2.8338472843170166
personality,TIME_ALONE,Decision Tree,Underfit,Test,0.35904200000000003,0.441,0.349,0.7935540676116943
personality,TIME_ALONE,Decision Tree,Overfit,Train,0.35904200000000003,0.441,0.346,2.977252721786499
personality,TIME_ALONE,Decision Tree,Overfit,Test,0.35904200000000003,0.441,0.354,0.7936244010925293
personality,TIME_ALONE,Random Forest,Optimal,Train,0.35904200000000003,0.441,0.39725,5.121051788330078
personality,TIME_ALONE,Random Forest,Optimal,Test,0.35904200000000003,0.441,0.371,1.396026372909546
personality,TIME_ALONE,Random Forest,Underfit,Train,0.35904200000000003,0.441,0.4655,3.7740070819854736
personality,TIME_ALONE,Random Forest,Underfit,Test,0.35904200000000003,0.441,0.452,0.981834888458252
personality,TIME_ALONE,Random Forest,Overfit,Train,0.35904200000000003,0.441,0.41875,8.97506594657898
personality,TIME_ALONE,Random Forest,Overfit,Test,0.35904200000000003,0.441,0.386,2.695575475692749
personality,EVENT_ATTENDANCE,XGBoost,Optimal,Train,0.36990024,0.4846,0.5085,3.934802293777466
personality,EVENT_ATTENDANCE,XGBoost,Optimal,Test,0.36990024,0.4846,0.511,1.0552897453308105
personality,EVENT_ATTENDANCE,XGBoost,Underfit,Train,0.36990024,0.4846,0.48575,3.818389892578125
personality,EVENT_ATTENDANCE,XGBoost,Underfit,Test,0.36990024,0.4846,0.48,1.0264790058135986
personality,EVENT_ATTENDANCE,XGBoost,Overfit,Train,0.36990024,0.4846,0.5015,4.156769752502441
personality,EVENT_ATTENDANCE,XGBoost,Overfit,Test,0.36990024,0.4846,0.503,1.1576943397521973
personality,EVENT_ATTENDANCE,Decision Tree,Optimal,Train,0.36990024,0.4846,0.47575,3.0408482551574707
personality,EVENT_ATTENDANCE,Decision Tree,Optimal,Test,0.36990024,0.4846,0.461,0.754605770111084
personality,EVENT_ATTENDANCE,Decision Tree,Underfit,Train,0.36990024,0.4846,0.401,3.047192096710205
personality,EVENT_ATTENDANCE,Decision Tree,Underfit,Test,0.36990024,0.4846,0.382,0.7775130271911621
personality,EVENT_ATTENDANCE,Decision Tree,Overfit,Train,0.36990024,0.4846,0.47775,2.9967234134674072
personality,EVENT_ATTENDANCE,Decision Tree,Overfit,Test,0.36990024,0.4846,0.472,0.7871811389923096
personality,EVENT_ATTENDANCE,Random Forest,Optimal,Train,0.36990024,0.4846,0.489,5.157738447189331
personality,EVENT_ATTENDANCE,Random Forest,Optimal,Test,0.36990024,0.4846,0.456,1.4564309120178223
personality,EVENT_ATTENDANCE,Random Forest,Underfit,Train,0.36990024,0.4846,0.508,3.7972805500030518
personality,EVENT_ATTENDANCE,Random Forest,Underfit,Test,0.36990024,0.4846,0.51,0.9889926910400391
personality,EVENT_ATTENDANCE,Random Forest,Overfit,Train,0.36990024,0.4846,0.50975,9.00541090965271
personality,EVENT_ATTENDANCE,Random Forest,Overfit,Test,0.36990024,0.4846,0.471,2.808751344680786
occupation,EDUCATION,XGBoost,Optimal,Train,0.187362,0.3148,0.29975,6.998286247253418
occupation,EDUCATION,XGBoost,Optimal,Test,0.187362,0.3148,0.273,1.4009859561920166
occupation,EDUCATION,XGBoost,Underfit,Train,0.187362,0.3148,0.28025,5.125062465667725
occupation,EDUCATION,XGBoost,Underfit,Test,0.187362,0.3148,0.325,1.3679313659667969
occupation,EDUCATION,XGBoost,Overfit,Train,0.187362,0.3148,0.2175,5.49531888961792
occupation,EDUCATION,XGBoost,Overfit,Test,0.187362,0.3148,0.186,1.4830853939056396
occupation,EDUCATION,Decision Tree,Optimal,Train,0.187362,0.3148,0.2725,4.240621566772461
occupation,EDUCATION,Decision Tree,Optimal,Test,0.187362,0.3148,0.31,1.0821011066436768
occupation,EDUCATION,Decision Tree,Underfit,Train,0.187362,0.3148,0.22075,4.2026331424713135
occupation,EDUCATION,Decision Tree,Underfit,Test,0.187362,0.3148,0.246,1.094799280166626
occupation,EDUCATION,Decision Tree,Overfit,Train,0.187362,0.3148,0.252,4.213608026504517
occupation,EDUCATION,Decision Tree,Overfit,Test,0.187362,0.3148,0.275,1.0836195945739746
occupation,EDUCATION,Random Forest,Optimal,Train,0.187362,0.3148,0.334,9.491880178451538
occupation,EDUCATION,Random Forest,Optimal,Test,0.187362,0.3148,0.225,2.9318456649780273
occupation,EDUCATION,Random Forest,Underfit,Train,0.187362,0.3148,0.25475,5.751373052597046
occupation,EDUCATION,Random Forest,Underfit,Test,0.187362,0.3148,0.212,1.4969611167907715
occupation,EDUCATION,Random Forest,Overfit,Train,0.187362,0.3148,0.36875,22.724857568740845
occupation,EDUCATION,Random Forest,Overfit,Test,0.187362,0.3148,0.246,7.880821943283081
occupation,MARITAL_STATUS,XGBoost,Optimal,Train,0.34443248,0.4614,0.39275,4.830074787139893
occupation,MARITAL_STATUS,XGBoost,Optimal,Test,0.34443248,0.4614,0.378,1.2910141944885254
occupation,MARITAL_STATUS,XGBoost,Underfit,Train,0.34443248,0.4614,0.15375,4.697347402572632
occupation,MARITAL_STATUS,XGBoost,Underfit,Test,0.34443248,0.4614,0.161,1.2455079555511475
occupation,MARITAL_STATUS,XGBoost,Overfit,Train,0.34443248,0.4614,0.28775,4.969113111495972
occupation,MARITAL_STATUS,XGBoost,Overfit,Test,0.34443248,0.4614,0.275,1.3831720352172852
occupation,MARITAL_STATUS,Decision Tree,Optimal,Train,0.34443248,0.4614,0.2365,3.8148787021636963
occupation,MARITAL_STATUS,Decision Tree,Optimal,Test,0.34443248,0.4614,0.245,1.023153305053711
occupation,MARITAL_STATUS,Decision Tree,Underfit,Train,0.34443248,0.4614,0.18125,3.7969532012939453
occupation,MARITAL_STATUS,Decision Tree,Underfit,Test,0.34443248,0.4614,0.195,1.0062599182128906
occupation,MARITAL_STATUS,Decision Tree,Overfit,Train,0.34443248,0.4614,0.32025,3.8098013401031494
occupation,MARITAL_STATUS,Decision Tree,Overfit,Test,0.34443248,0.4614,0.314,1.0153181552886963
occupation,MARITAL_STATUS,Random Forest,Optimal,Train,0.34443248,0.4614,0.39875,8.58039903640747
occupation,MARITAL_STATUS,Random Forest,Optimal,Test,0.34443248,0.4614,0.338,2.695020914077759
occupation,MARITAL_STATUS,Random Forest,Underfit,Train,0.34443248,0.4614,0.396,5.394227743148804
occupation,MARITAL_STATUS,Random Forest,Underfit,Test,0.34443248,0.4614,0.379,1.4148218631744385
occupation,MARITAL_STATUS,Random Forest,Overfit,Train,0.34443248,0.4614,0.445,37.395129680633545
occupation,MARITAL_STATUS,Random Forest,Overfit,Test,0.34443248,0.4614,0.391,9.055623292922974
occupation,OCCUPATION,XGBoost,Optimal,Train,0.10524127999999999,0.1342,0.092,5.032739639282227
occupation,OCCUPATION,XGBoost,Optimal,Test,0.10524127999999999,0.1342,0.083,1.3932957649230957
occupation,OCCUPATION,XGBoost,Underfit,Train,0.10524127999999999,0.1342,0.1095,5.00181245803833
occupation,OCCUPATION,XGBoost,Underfit,Test,0.10524127999999999,0.1342,0.096,1.3448011875152588
occupation,OCCUPATION,XGBoost,Overfit,Train,0.10524127999999999,0.1342,0.09475,5.256187677383423
occupation,OCCUPATION,XGBoost,Overfit,Test,0.10524127999999999,0.1342,0.078,1.4194135665893555
occupation,OCCUPATION,Decision Tree,Optimal,Train,0.10524127999999999,0.1342,0.14625,4.126861572265625
occupation,OCCUPATION,Decision Tree,Optimal,Test,0.10524127999999999,0.1342,0.134,1.065140724182129
occupation,OCCUPATION,Decision Tree,Underfit,Train,0.10524127999999999,0.1342,0.12875,4.1730334758758545
occupation,OCCUPATION,Decision Tree,Underfit,Test,0.10524127999999999,0.1342,0.119,1.047593116760254
occupation,OCCUPATION,Decision Tree,Overfit,Train,0.10524127999999999,0.1342,0.12275,4.132925033569336
occupation,OCCUPATION,Decision Tree,Overfit,Test,0.10524127999999999,0.1342,0.109,1.0638494491577148
occupation,OCCUPATION,Random Forest,Optimal,Train,0.10524127999999999,0.1342,0.2215,9.218584299087524
occupation,OCCUPATION,Random Forest,Optimal,Test,0.10524127999999999,0.1342,0.13,2.858456611633301
occupation,OCCUPATION,Random Forest,Underfit,Train,0.10524127999999999,0.1342,0.17375,5.7178590297698975
occupation,OCCUPATION,Random Forest,Underfit,Test,0.10524127999999999,0.1342,0.14,1.4941024780273438
occupation,OCCUPATION,Random Forest,Overfit,Train,0.10524127999999999,0.1342,0.24725,38.28218960762024
occupation,OCCUPATION,Random Forest,Overfit,Test,0.10524127999999999,0.1342,0.138,13.254598140716553
occupation,RACE,XGBoost,Optimal,Train,0.7318971999999999,0.8492,0.38725,4.658220291137695
occupation,RACE,XGBoost,Optimal,Test,0.7318971999999999,0.8492,0.372,1.2999017238616943
occupation,RACE,XGBoost,Underfit,Train,0.7318971999999999,0.8492,0.8125,4.679257869720459
occupation,RACE,XGBoost,Underfit,Test,0.7318971999999999,0.8492,0.786,1.235182285308838
occupation,RACE,XGBoost,Overfit,Train,0.7318971999999999,0.8492,0.37175,4.855249404907227
occupation,RACE,XGBoost,Overfit,Test,0.7318971999999999,0.8492,0.334,1.3209621906280518
occupation,RACE,Decision Tree,Optimal,Train,0.7318971999999999,0.8492,0.85025,3.771775007247925
occupation,RACE,Decision Tree,Optimal,Test,0.7318971999999999,0.8492,0.845,0.997321367263794
occupation,RACE,Decision Tree,Underfit,Train,0.7318971999999999,0.8492,0.85025,3.7577857971191406
occupation,RACE,Decision Tree,Underfit,Test,0.7318971999999999,0.8492,0.845,0.9754519462585449
occupation,RACE,Decision Tree,Overfit,Train,0.7318971999999999,0.8492,0.7995,3.7629432678222656
occupation,RACE,Decision Tree,Overfit,Test,0.7318971999999999,0.8492,0.796,0.9885072708129883
occupation,RACE,Random Forest,Optimal,Train,0.7318971999999999,0.8492,0.33325,8.41075611114502
occupation,RACE,Random Forest,Optimal,Test,0.7318971999999999,0.8492,0.236,2.5450475215911865
occupation,RACE,Random Forest,Underfit,Train,0.7318971999999999,0.8492,0.22725,5.270109176635742
occupation,RACE,Random Forest,Underfit,Test,0.7318971999999999,0.8492,0.224,1.42386794090271
occupation,RACE,Random Forest,Overfit,Train,0.7318971999999999,0.8492,0.3755,17.143386602401733
occupation,RACE,Random Forest,Overfit,Test,0.7318971999999999,0.8492,0.269,7.026896238327026
occupation,GENDER,XGBoost,Optimal,Train,0.5626580000000001,0.677,0.65775,4.5694403648376465
occupation,GENDER,XGBoost,Optimal,Test,0.5626580000000001,0.677,0.683,1.2520191669464111
occupation,GENDER,XGBoost,Underfit,Train,0.5626580000000001,0.677,0.71525,4.25880241394043
occupation,GENDER,XGBoost,Underfit,Test,0.5626580000000001,0.677,0.74,1.1623907089233398
occupation,GENDER,XGBoost,Overfit,Train,0.5626580000000001,0.677,0.5705,4.756561279296875
occupation,GENDER,XGBoost,Overfit,Test,0.5626580000000001,0.677,0.509,1.2999053001403809
occupation,GENDER,Decision Tree,Optimal,Train,0.5626580000000001,0.677,0.70725,3.645585536956787
occupation,GENDER,Decision Tree,Optimal,Test,0.5626580000000001,0.677,0.738,0.9436094760894775
occupation,GENDER,Decision Tree,Underfit,Train,0.5626580000000001,0.677,0.672,3.6250667572021484
occupation,GENDER,Decision Tree,Underfit,Test,0.5626580000000001,0.677,0.697,0.9336285591125488
occupation,GENDER,Decision Tree,Overfit,Train,0.5626580000000001,0.677,0.68425,3.6045968532562256
occupation,GENDER,Decision Tree,Overfit,Test,0.5626580000000001,0.677,0.716,0.9531259536743164
occupation,GENDER,Random Forest,Optimal,Train,0.5626580000000001,0.677,0.61275,8.270969152450562
occupation,GENDER,Random Forest,Optimal,Test,0.5626580000000001,0.677,0.534,2.5491793155670166
occupation,GENDER,Random Forest,Underfit,Train,0.5626580000000001,0.677,0.501,5.201121807098389
occupation,GENDER,Random Forest,Underfit,Test,0.5626580000000001,0.677,0.508,1.3979461193084717
occupation,GENDER,Random Forest,Overfit,Train,0.5626580000000001,0.677,0.62975,26.582570552825928
occupation,GENDER,Random Forest,Overfit,Test,0.5626580000000001,0.677,0.545,5.543806552886963
stackoverflow,AGE,XGBoost,Optimal,Train,0.5484227199999999,0.6556,0.64825,5.340579271316528
