dataset,feature,model,variant,split,random,majority,accuracy,duration
occupation,GENDER,Random Forest,Overfit,Train,0.5626580000000001,0.677,0.62975,11.803653478622437
occupation,GENDER,Random Forest,Overfit,Test,0.5626580000000001,0.677,0.545,3.4166626930236816
stackoverflow,AGE,XGBoost,Optimal,Train,0.5484227199999999,0.6556,0.64825,4.682835102081299
stackoverflow,AGE,XGBoost,Optimal,Test,0.5484227199999999,0.6556,0.685,0.838186502456665
stackoverflow,AGE,XGBoost,Underfit,Train,0.5484227199999999,0.6556,0.64825,3.2184836864471436
stackoverflow,AGE,XGBoost,Underfit,Test,0.5484227199999999,0.6556,0.685,0.8544578552246094
stackoverflow,AGE,XGBoost,Overfit,Train,0.5484227199999999,0.6556,0.61025,3.251699447631836
stackoverflow,AGE,XGBoost,Overfit,Test,0.5484227199999999,0.6556,0.636,0.8444516658782959
stackoverflow,AGE,Decision Tree,Optimal,Train,0.5484227199999999,0.6556,0.64825,2.4907619953155518
stackoverflow,AGE,Decision Tree,Optimal,Test,0.5484227199999999,0.6556,0.685,0.6234602928161621
stackoverflow,AGE,Decision Tree,Underfit,Train,0.5484227199999999,0.6556,0.64825,2.4481301307678223
stackoverflow,AGE,Decision Tree,Underfit,Test,0.5484227199999999,0.6556,0.685,0.6415977478027344
stackoverflow,AGE,Decision Tree,Overfit,Train,0.5484227199999999,0.6556,0.64825,2.4506278038024902
stackoverflow,AGE,Decision Tree,Overfit,Test,0.5484227199999999,0.6556,0.685,0.6512534618377686
stackoverflow,AGE,Random Forest,Optimal,Train,0.5484227199999999,0.6556,0.63225,7.298325777053833
stackoverflow,AGE,Random Forest,Optimal,Test,0.5484227199999999,0.6556,0.631,2.1443827152252197
stackoverflow,AGE,Random Forest,Underfit,Train,0.5484227199999999,0.6556,0.3685,4.405793905258179
stackoverflow,AGE,Random Forest,Underfit,Test,0.5484227199999999,0.6556,0.334,1.3129830360412598
stackoverflow,AGE,Random Forest,Overfit,Train,0.5484227199999999,0.6556,0.6095,12.81260085105896
stackoverflow,AGE,Random Forest,Overfit,Test,0.5484227199999999,0.6556,0.565,4.111311674118042
stackoverflow,ACCESSIBILITY,XGBoost,Optimal,Train,0.9508700800000001,0.9748,0.975,3.833958864212036
stackoverflow,ACCESSIBILITY,XGBoost,Optimal,Test,0.9508700800000001,0.9748,0.974,1.0298359394073486
stackoverflow,ACCESSIBILITY,XGBoost,Underfit,Train,0.9508700800000001,0.9748,0.975,3.8424761295318604
stackoverflow,ACCESSIBILITY,XGBoost,Underfit,Test,0.9508700800000001,0.9748,0.974,1.0333619117736816
stackoverflow,ACCESSIBILITY,XGBoost,Overfit,Train,0.9508700800000001,0.9748,0.697,3.5543642044067383
stackoverflow,ACCESSIBILITY,XGBoost,Overfit,Test,0.9508700800000001,0.9748,0.706,1.114966630935669
stackoverflow,ACCESSIBILITY,Decision Tree,Optimal,Train,0.9508700800000001,0.9748,0.975,2.8611555099487305
stackoverflow,ACCESSIBILITY,Decision Tree,Optimal,Test,0.9508700800000001,0.9748,0.974,0.7390890121459961
stackoverflow,ACCESSIBILITY,Decision Tree,Underfit,Train,0.9508700800000001,0.9748,0.975,2.866245985031128
stackoverflow,ACCESSIBILITY,Decision Tree,Underfit,Test,0.9508700800000001,0.9748,0.974,0.7525935173034668
stackoverflow,ACCESSIBILITY,Decision Tree,Overfit,Train,0.9508700800000001,0.9748,0.975,2.849350929260254
stackoverflow,ACCESSIBILITY,Decision Tree,Overfit,Test,0.9508700800000001,0.9748,0.974,0.740382194519043
stackoverflow,ACCESSIBILITY,Random Forest,Optimal,Train,0.9508700800000001,0.9748,0.456,8.406940937042236
stackoverflow,ACCESSIBILITY,Random Forest,Optimal,Test,0.9508700800000001,0.9748,0.446,2.4688987731933594
stackoverflow,ACCESSIBILITY,Random Forest,Underfit,Train,0.9508700800000001,0.9748,0.45575,4.8887224197387695
stackoverflow,ACCESSIBILITY,Random Forest,Underfit,Test,0.9508700800000001,0.9748,0.479,1.3303697109222412
stackoverflow,ACCESSIBILITY,Random Forest,Overfit,Train,0.9508700800000001,0.9748,0.525,12.301411628723145
stackoverflow,ACCESSIBILITY,Random Forest,Overfit,Test,0.9508700800000001,0.9748,0.512,3.9297728538513184
stackoverflow,EDUCATION_LEVEL,XGBoost,Optimal,Train,0.35145239999999994,0.51,0.04225,3.778508424758911
stackoverflow,EDUCATION_LEVEL,XGBoost,Optimal,Test,0.35145239999999994,0.51,0.049,1.063023567199707
stackoverflow,EDUCATION_LEVEL,XGBoost,Underfit,Train,0.35145239999999994,0.51,0.0525,3.469499111175537
stackoverflow,EDUCATION_LEVEL,XGBoost,Underfit,Test,0.35145239999999994,0.51,0.052,0.8808994293212891
stackoverflow,EDUCATION_LEVEL,XGBoost,Overfit,Train,0.35145239999999994,0.51,0.12,3.5195906162261963
stackoverflow,EDUCATION_LEVEL,XGBoost,Overfit,Test,0.35145239999999994,0.51,0.111,0.9019238948822021
stackoverflow,EDUCATION_LEVEL,Decision Tree,Optimal,Train,0.35145239999999994,0.51,0.0525,2.6346724033355713
stackoverflow,EDUCATION_LEVEL,Decision Tree,Optimal,Test,0.35145239999999994,0.51,0.052,0.6780533790588379
stackoverflow,EDUCATION_LEVEL,Decision Tree,Underfit,Train,0.35145239999999994,0.51,0.0525,2.698045253753662
stackoverflow,EDUCATION_LEVEL,Decision Tree,Underfit,Test,0.35145239999999994,0.51,0.052,0.6538364887237549
stackoverflow,EDUCATION_LEVEL,Decision Tree,Overfit,Train,0.35145239999999994,0.51,0.0525,2.6698174476623535
stackoverflow,EDUCATION_LEVEL,Decision Tree,Overfit,Test,0.35145239999999994,0.51,0.052,0.6787388324737549
stackoverflow,EDUCATION_LEVEL,Random Forest,Optimal,Train,0.35145239999999994,0.51,0.085,7.563285827636719
stackoverflow,EDUCATION_LEVEL,Random Forest,Optimal,Test,0.35145239999999994,0.51,0.083,2.199899196624756
stackoverflow,EDUCATION_LEVEL,Random Forest,Underfit,Train,0.35145239999999994,0.51,0.10875,4.224680423736572
stackoverflow,EDUCATION_LEVEL,Random Forest,Underfit,Test,0.35145239999999994,0.51,0.117,1.1181886196136475
stackoverflow,EDUCATION_LEVEL,Random Forest,Overfit,Train,0.35145239999999994,0.51,0.175,11.980608940124512
stackoverflow,EDUCATION_LEVEL,Random Forest,Overfit,Test,0.35145239999999994,0.51,0.138,3.7148349285125732
stackoverflow,GENDER,XGBoost,Optimal,Train,0.86512352,0.9284,0.86275,3.300581455230713
stackoverflow,GENDER,XGBoost,Optimal,Test,0.86512352,0.9284,0.839,0.8333213329315186
stackoverflow,GENDER,XGBoost,Underfit,Train,0.86512352,0.9284,0.9295,3.159475564956665
stackoverflow,GENDER,XGBoost,Underfit,Test,0.86512352,0.9284,0.924,0.8939108848571777
stackoverflow,GENDER,XGBoost,Overfit,Train,0.86512352,0.9284,0.18225,3.2496235370635986
stackoverflow,GENDER,XGBoost,Overfit,Test,0.86512352,0.9284,0.185,0.9000396728515625
stackoverflow,GENDER,Decision Tree,Optimal,Train,0.86512352,0.9284,0.9295,2.500786066055298
stackoverflow,GENDER,Decision Tree,Optimal,Test,0.86512352,0.9284,0.924,0.6218504905700684
stackoverflow,GENDER,Decision Tree,Underfit,Train,0.86512352,0.9284,0.9295,2.49371337890625
stackoverflow,GENDER,Decision Tree,Underfit,Test,0.86512352,0.9284,0.924,0.623239278793335
stackoverflow,GENDER,Decision Tree,Overfit,Train,0.86512352,0.9284,0.9295,2.5088279247283936
stackoverflow,GENDER,Decision Tree,Overfit,Test,0.86512352,0.9284,0.924,0.6253564357757568
stackoverflow,GENDER,Random Forest,Optimal,Train,0.86512352,0.9284,0.58825,7.354893922805786
stackoverflow,GENDER,Random Forest,Optimal,Test,0.86512352,0.9284,0.591,2.163533926010132
stackoverflow,GENDER,Random Forest,Underfit,Train,0.86512352,0.9284,0.17575,4.107783794403076
stackoverflow,GENDER,Random Forest,Underfit,Test,0.86512352,0.9284,0.177,1.1085917949676514
stackoverflow,GENDER,Random Forest,Overfit,Train,0.86512352,0.9284,0.45975,11.429675102233887
stackoverflow,GENDER,Random Forest,Overfit,Test,0.86512352,0.9284,0.421,3.7387855052948
