Dataset,Feature,Model,Variant,Data,Attack_Accuracy,Random_Baseline,Majority_Baseline,Successful_Attack,Improvement_Over_Baseline
occupation,Race,XGBoost,Optimal,Train,0.03975,0.2,0.8492,False,0.04680876118699953
occupation,Race,XGBoost,Optimal,Test,0.04,0.2,0.8492,False,0.04710315591144607
occupation,Race,XGBoost,Overfitted,Train,0.252,0.2,0.8492,False,0.29674988224211024
occupation,Race,XGBoost,Overfitted,Test,0.239,0.2,0.8492,False,0.28144135657089026
occupation,Race,DecisionTree,Underfitted,Train,0.85025,0.2,0.8492,True,1.0012364578426756
occupation,Race,DecisionTree,Underfitted,Test,0.845,0.2,0.8492,False,0.9950541686292982
occupation,Race,DecisionTree,Optimal,Train,0.85025,0.2,0.8492,True,1.0012364578426756
occupation,Race,DecisionTree,Optimal,Test,0.845,0.2,0.8492,False,0.9950541686292982
occupation,Race,DecisionTree,Overfitted,Train,0.69825,0.2,0.8492,False,0.8222444653791805
occupation,Race,DecisionTree,Overfitted,Test,0.708,0.2,0.8492,False,0.8337258596325954
occupation,Race,RandomForest,Underfitted,Train,0.106,0.2,0.8492,False,0.12482336316533207
occupation,Race,RandomForest,Underfitted,Test,0.108,0.2,0.8492,False,0.12717852096090437
occupation,Race,RandomForest,Optimal,Train,0.2005,0.2,0.8492,False,0.23610456900612345
occupation,Race,RandomForest,Optimal,Test,0.178,0.2,0.8492,False,0.209609043805935
occupation,Race,RandomForest,Overfitted,Train,0.59025,0.2,0.8492,False,0.6950659444182761
occupation,Race,RandomForest,Overfitted,Test,0.487,0.2,0.8492,False,0.5734809232218558
occupation,Race,NeuralNetwork,Underfitted,Train,0.09775,0.2,0.8492,False,0.11510833725859633
occupation,Race,NeuralNetwork,Underfitted,Test,0.113,0.2,0.8492,False,0.13306641544983516
occupation,Race,NeuralNetwork,Optimal,Train,0.042,0.2,0.8492,False,0.04945831370701838
occupation,Race,NeuralNetwork,Optimal,Test,0.045,0.2,0.8492,False,0.05299105040037683
occupation,Race,NeuralNetwork,Overfitted,Train,0.037,0.2,0.8492,False,0.04357041921808761
occupation,Race,NeuralNetwork,Overfitted,Test,0.027,0.2,0.8492,False,0.03179463024022609
stackoverflow,EdLevel,XGBoost,Underfitted,Train,0.0525,0.2,0.51,False,0.10294117647058823
stackoverflow,EdLevel,XGBoost,Underfitted,Test,0.052,0.2,0.51,False,0.10196078431372549
stackoverflow,EdLevel,XGBoost,Optimal,Train,0.0535,0.2,0.51,False,0.10490196078431373
stackoverflow,EdLevel,XGBoost,Optimal,Test,0.051,0.2,0.51,False,0.09999999999999999
stackoverflow,EdLevel,XGBoost,Overfitted,Train,0.26575,0.2,0.51,False,0.521078431372549
stackoverflow,EdLevel,XGBoost,Overfitted,Test,0.205,0.2,0.51,False,0.40196078431372545
stackoverflow,EdLevel,DecisionTree,Underfitted,Train,0.0525,0.2,0.51,False,0.10294117647058823
stackoverflow,EdLevel,DecisionTree,Underfitted,Test,0.052,0.2,0.51,False,0.10196078431372549
stackoverflow,EdLevel,DecisionTree,Optimal,Train,0.10775,0.2,0.51,False,0.21127450980392157
stackoverflow,EdLevel,DecisionTree,Optimal,Test,0.111,0.2,0.51,False,0.21764705882352942
stackoverflow,EdLevel,DecisionTree,Overfitted,Train,0.05625,0.2,0.51,False,0.11029411764705882
stackoverflow,EdLevel,DecisionTree,Overfitted,Test,0.052,0.2,0.51,False,0.10196078431372549
stackoverflow,EdLevel,RandomForest,Underfitted,Train,0.18975,0.2,0.51,False,0.3720588235294118
stackoverflow,EdLevel,RandomForest,Underfitted,Test,0.208,0.2,0.51,False,0.40784313725490196
stackoverflow,EdLevel,RandomForest,Optimal,Train,0.221,0.2,0.51,False,0.43333333333333335
stackoverflow,EdLevel,RandomForest,Optimal,Test,0.186,0.2,0.51,False,0.36470588235294116
stackoverflow,EdLevel,RandomForest,Overfitted,Train,0.50225,0.2,0.51,False,0.9848039215686274
stackoverflow,EdLevel,RandomForest,Overfitted,Test,0.259,0.2,0.51,False,0.5078431372549019
stackoverflow,EdLevel,NeuralNetwork,Underfitted,Train,0.20525,0.2,0.51,False,0.4024509803921568
stackoverflow,EdLevel,NeuralNetwork,Underfitted,Test,0.197,0.2,0.51,False,0.3862745098039216
stackoverflow,EdLevel,NeuralNetwork,Optimal,Train,0.06125,0.2,0.51,False,0.12009803921568626
stackoverflow,EdLevel,NeuralNetwork,Optimal,Test,0.085,0.2,0.51,False,0.16666666666666669
stackoverflow,EdLevel,NeuralNetwork,Overfitted,Train,0.053,0.2,0.51,False,0.10392156862745097
stackoverflow,EdLevel,NeuralNetwork,Overfitted,Test,0.072,0.2,0.51,False,0.1411764705882353
stackoverflow,Age,XGBoost,Underfitted,Train,0.64825,0.5,0.6556,False,0.9887888956680904
stackoverflow,Age,XGBoost,Underfitted,Test,0.685,0.5,0.6556,True,1.044844417327639
stackoverflow,Age,XGBoost,Optimal,Train,0.6095,0.5,0.6556,False,0.9296827333740086
stackoverflow,Age,XGBoost,Optimal,Test,0.663,0.5,0.6556,True,1.0112873703477732
stackoverflow,Age,XGBoost,Overfitted,Train,0.5405,0.5,0.6556,False,0.8244356314826113
stackoverflow,Age,XGBoost,Overfitted,Test,0.444,0.5,0.6556,False,0.677242220866382
stackoverflow,Age,DecisionTree,Underfitted,Train,0.64825,0.5,0.6556,False,0.9887888956680904
stackoverflow,Age,DecisionTree,Underfitted,Test,0.685,0.5,0.6556,True,1.044844417327639
stackoverflow,Age,DecisionTree,Optimal,Train,0.64825,0.5,0.6556,False,0.9887888956680904
stackoverflow,Age,DecisionTree,Optimal,Test,0.685,0.5,0.6556,True,1.044844417327639
stackoverflow,Age,DecisionTree,Overfitted,Train,0.62225,0.5,0.6556,False,0.949130567419158
stackoverflow,Age,DecisionTree,Overfitted,Test,0.668,0.5,0.6556,True,1.0189139719341063
stackoverflow,Age,RandomForest,Underfitted,Train,0.474,0.5,0.6556,False,0.7230018303843807
stackoverflow,Age,RandomForest,Underfitted,Test,0.486,0.5,0.6556,False,0.7413056741915802
stackoverflow,Age,RandomForest,Optimal,Train,0.62625,0.5,0.6556,False,0.9552318486882245
stackoverflow,Age,RandomForest,Optimal,Test,0.569,0.5,0.6556,False,0.8679072605247101
stackoverflow,Age,RandomForest,Overfitted,Train,0.809,0.5,0.6556,True,1.2339841366687005
stackoverflow,Age,RandomForest,Overfitted,Test,0.605,0.5,0.6556,False,0.9228187919463088
stackoverflow,Age,NeuralNetwork,Underfitted,Train,0.55875,0.5,0.6556,False,0.8522727272727273
stackoverflow,Age,NeuralNetwork,Underfitted,Test,0.558,0.5,0.6556,False,0.8511287370347774
stackoverflow,Age,NeuralNetwork,Optimal,Train,0.4555,0.5,0.6556,False,0.6947834045149482
stackoverflow,Age,NeuralNetwork,Optimal,Test,0.423,0.5,0.6556,False,0.6452104942037828
stackoverflow,Age,NeuralNetwork,Overfitted,Train,0.37,0.5,0.6556,False,0.5643685173886517
stackoverflow,Age,NeuralNetwork,Overfitted,Test,0.38,0.5,0.6556,False,0.5796217205613179
stackoverflow,MentalHealth,XGBoost,Underfitted,Train,0.7765,0.5,0.7768,False,0.9996138002059731
stackoverflow,MentalHealth,XGBoost,Underfitted,Test,0.778,0.5,0.7768,True,1.001544799176107
stackoverflow,MentalHealth,XGBoost,Optimal,Train,0.69425,0.5,0.7768,False,0.8937306900102987
stackoverflow,MentalHealth,XGBoost,Optimal,Test,0.708,0.5,0.7768,False,0.9114315139031924
stackoverflow,MentalHealth,XGBoost,Overfitted,Train,0.5675,0.5,0.7768,False,0.7305612770339855
stackoverflow,MentalHealth,XGBoost,Overfitted,Test,0.492,0.5,0.7768,False,0.6333676622039135
stackoverflow,MentalHealth,DecisionTree,Underfitted,Train,0.7765,0.5,0.7768,False,0.9996138002059731
stackoverflow,MentalHealth,DecisionTree,Underfitted,Test,0.778,0.5,0.7768,True,1.001544799176107
stackoverflow,MentalHealth,DecisionTree,Optimal,Train,0.704,0.5,0.7768,False,0.9062821833161688
stackoverflow,MentalHealth,DecisionTree,Optimal,Test,0.715,0.5,0.7768,False,0.9204428424304839
stackoverflow,MentalHealth,DecisionTree,Overfitted,Train,0.744,0.5,0.7768,False,0.9577754891864056
stackoverflow,MentalHealth,DecisionTree,Overfitted,Test,0.76,0.5,0.7768,False,0.9783728115345005
stackoverflow,MentalHealth,RandomForest,Underfitted,Train,0.53975,0.5,0.7768,False,0.6948377960865086
stackoverflow,MentalHealth,RandomForest,Underfitted,Test,0.538,0.5,0.7768,False,0.6925849639546859
stackoverflow,MentalHealth,RandomForest,Optimal,Train,0.57525,0.5,0.7768,False,0.740538105046344
stackoverflow,MentalHealth,RandomForest,Optimal,Test,0.54,0.5,0.7768,False,0.6951596292481977
stackoverflow,MentalHealth,RandomForest,Overfitted,Train,0.7605,0.5,0.7768,False,0.9790164778578784
stackoverflow,MentalHealth,RandomForest,Overfitted,Test,0.563,0.5,0.7768,False,0.7247682801235839
stackoverflow,MentalHealth,NeuralNetwork,Underfitted,Train,0.4805,0.5,0.7768,False,0.6185633367662203
stackoverflow,MentalHealth,NeuralNetwork,Underfitted,Test,0.472,0.5,0.7768,False,0.607621009268795
stackoverflow,MentalHealth,NeuralNetwork,Optimal,Train,0.56625,0.5,0.7768,False,0.7289521112255407
stackoverflow,MentalHealth,NeuralNetwork,Optimal,Test,0.557,0.5,0.7768,False,0.7170442842430484
stackoverflow,MentalHealth,NeuralNetwork,Overfitted,Train,0.4125,0.5,0.7768,False,0.5310247167868176
stackoverflow,MentalHealth,NeuralNetwork,Overfitted,Test,0.414,0.5,0.7768,False,0.5329557157569516
